PC1,PC2,Position,Player
-1.6395408096992976,-0.41005202150026315,PF,Gui Santos
-0.6948800381013398,-1.6219100732923286,PG,Ryan Rollins
-1.2990833390405854,-0.2244668332941667,SG,Jaden Springer
-2.198578575514761,-0.6816347307447381,PG,Terquavion Smith
-2.1118224907218126,-0.014082151387868329,SG,Johnny Davis
-2.342969834899194,-0.08778962915827923,PF,Olivier-Maxence Prosper
-2.645934517177774,1.0066043311087658,SG,Colby Jones
-2.167387540830335,-0.7574012908358735,SG,JD Davison
-2.8030574624355573,-0.29631228494817463,PG,Daishen Nix
-2.276743499884388,-0.5116816371545916,SF,Josh Minott
-3.3149375958725646,0.7371724097616117,PF,Usman Garuba
-3.643699385901721,-0.6923120509727274,SF,Maxwell Lewis
6.607865704791612,3.8364093262542007,C,Victor Wembanyama
2.539664149644944,3.3548044031812303,C,Jalen Duren
1.4446711320432415,0.8222754910209538,PF,Jabari Smith Jr.
1.0450365317556425,-1.624148817859987,PG,Keyonte George
1.5813070618153948,0.06662008151197868,PF,Jeremy Sochan
0.7725276613887857,-0.1350533728538854,SG,Brandin Podziemski
-0.5211003553578899,-1.0524280940558413,PG,Malaki Branham
-0.8420760511362901,-1.0807648550513385,SG,Gradey Dick
-0.25366726731535855,-0.21564674032194678,SG,Cason Wallace
0.592962494839422,0.02786672771901976,PG,Dyson Daniels
-1.1023209824551397,0.056831937314015195,PG,Anthony Black
-1.0598289298013712,0.057827100045504905,SG,Blake Wesley
-1.5347891104912068,-0.24741812341510983,SG,Max Christie
1.7873138106450075,-0.7380943742599957,SG,Shaedon Sharpe
-0.23195271682300267,0.5300289766066156,C,Tristan Vukcevic
-0.28236367663803635,-0.08309853702372658,PF,Nikola Jović
-0.40282798099910255,-0.8138064666046113,SF,Brice Sensabaugh
-0.007450851254804902,0.540112437287878,PF,Taylor Hendricks
-1.7238933711635929,0.45784784910541665,SG,Kobe Bufkin
-1.1561078632866588,0.6965873660098841,PF,Dominick Barlow
-1.69108499469249,-0.5230686760761926,PF,Ousmane Dieng
-1.245931755576504,-0.8963357798829933,PF,Jarace Walker
-3.023616321074815,0.3800068886404086,SF,Emoni Bates
-2.1518092478830333,-0.8328681221473515,SF,Alex Fudge
-2.5713665072756537,-1.362468869646792,SF,AJ Griffin
-2.4199113819990097,-0.035169072783383604,SF,Julian Phillips
-2.2008396383107267,1.283914130374651,SF,Leonard Miller
-3.280462758791845,-0.3042701293520895,SG,Jalen Hood-Schifino
-3.1568650505831544,0.0018567693323866617,SF,Jett Howard
-3.0720494460496908,1.5990344666271565,SG,Kendall Brown
-2.6268717369718875,0.4840495335189769,SF,Chris Livingston
2.198639424744039,-1.768892422676795,PG,Scoot Henderson
0.6230131952574021,0.42531682476454924,SF,Bilal Coulibaly
0.4592647905718262,-0.05708660783061706,PF,GG Jackson II
-0.1428858051904298,0.24719254351834283,SF,Cam Whitmore
1.1430937361066658,5.0829693149765145,C,Dereck Lively II
-1.483029535309579,-1.3317399706375492,SG,Nick Smith Jr.
-0.6565081277864652,1.150746963232028,PF,Noah Clowney
-1.5490677455835524,-0.995244654611816,SG,Rayan Rupert
-1.5174667246654703,0.8613199122375539,SF,Sidy Cissoko
-2.49899674052456,-0.5662784936804574,PG,Amari Bailey
-2.1221972476608175,0.583602433767903,SF,Jordan Walsh
-3.1393402799409404,0.9395625045342118,SF,Dariq Whitehead
